query_length_log,num_joins,num_tables,num_where,has_group_by,has_order_by,has_limit,num_aggregates,num_subqueries,estimated_table_size_mb,rows_examined,has_index_used,index_count,buffer_pool_hit_ratio,connections_count,is_peak_hour,joins_per_table,complexity_score,is_slow
5.0609486828456465,5,5,1,1,1,0,0,0,3149.420167521107,6637064,1,4,0.866,17,1,0.6,8.0,1
4.145182044447124,0,1,1,0,1,0,0,0,80.84,13656,1,3,0.956,12,1,0.0,1.0,0
3.6318572383011447,1,2,2,1,0,0,1,0,4324.960246132851,38211772,0,0,0.879,16,1,0.5,5.5,1
3.917503583493344,4,5,3,0,0,1,0,0,28.46,5107,0,0,0.941,17,0,0.8,8.0,1
8.409588922507071,3,4,3,1,0,0,4,1,284.04,50780,1,4,0.813,11,0,0.75,17.0,0
8.38140676126945,5,1,2,0,1,1,1,2,45.975053542982536,8865,1,7,0.562,13,1,0.0,8.5,0
4.541488615423459,2,3,3,1,1,1,2,1,73.01,11369,0,1,0.871,13,0,0.667,13.0,1
7.358134554893038,2,3,4,0,1,1,1,0,14.44,1894,1,2,0.795,20,1,0.667,6.5,0
3.9529306718199764,1,3,0,0,1,0,0,1,4016.1227810963587,26771165,0,0,0.863,12,1,0.333,6.0,1
7.575302001374164,3,4,6,0,0,1,1,2,89.59263076907978,5859,1,6,0.704,14,1,0.5,11.5,0
7.864729179382041,3,4,5,0,0,0,0,0,4.95,984,0,2,0.818,19,0,0.75,6.0,1
5.240259777386602,0,3,2,0,0,1,0,0,4.971666882428446,416,0,0,0.9452321159561656,10,1,0.667,7.0,0
7.632287330538708,2,4,5,0,1,0,0,0,40.01,5965,0,3,0.819,11,0,0.5,5.0,1
5.2506262958336505,2,4,5,0,0,0,1,0,34.41,4800,1,4,0.847,8,1,0.5,5.5,0
3.855122838246633,4,6,2,0,0,0,0,0,495.05,80870,1,7,0.839,13,0,0.667,8.0,1
3.776953650104696,4,3,1,1,1,0,0,1,7130.948436958008,1660935,1,2,0.896,14,1,0.667,7.0,1
7.5853603547464,1,3,5,0,0,0,0,0,1156.0,179070,1,2,0.923,11,0,0.333,2.0,0
6.90099561741952,0,1,3,0,1,0,0,0,17.13,1349,1,1,0.923,17,0,0.0,1.0,0
3.5077719142402355,0,1,7,0,0,1,0,0,2936.844100355829,6165183,0,0,0.719,13,1,0.0,0.0,1
4.064202722584422,1,2,5,0,0,0,0,1,653.4,57113,1,1,0.946,14,1,0.5,5.0,1
6.02727558955225,5,6,1,1,1,0,0,0,0.14,19,0,0,0.867,12,0,0.833,13.0,1
4.956362611278685,2,4,3,1,1,1,3,0,47.33,8314,0,0,0.678,17,1,0.5,11.5,0
6.328907774204982,1,3,3,1,0,1,1,1,350.44,51343,1,1,0.868,11,0,0.333,8.5,0
6.582939190356232,3,5,6,1,1,0,3,0,8.92,1464,0,1,0.876,16,0,0.6,13.5,1
5.578874004948258,1,3,3,1,0,0,2,1,13.11,1614,1,2,0.872,15,0,0.333,10.0,1
3.830049220701208,1,3,6,0,0,0,0,1,301.68,46649,0,2,0.897,7,1,0.333,5.0,1
4.449246894899711,0,2,3,1,1,0,0,0,4063.131579941824,13293498,0,0,0.933,14,1,0.0,3.0,1
4.8519161765532814,0,1,3,1,0,0,2,0,629.5,115489,1,5,0.841,13,1,0.0,5.0,1
4.2244743604561155,0,2,3,0,0,0,0,0,104.81,6742,1,3,0.986,20,0,0.0,0.0,0
7.993281918772228,4,6,5,1,1,0,0,0,7465.135617821659,2630654,1,3,0.913,10,1,0.667,9.0,1
4.327004522506795,0,2,3,1,1,1,2,0,2.52,279,1,4,0.88,22,1,0.0,6.0,0
6.779244742869371,1,3,3,1,0,0,1,0,1.12,161,1,5,0.927,15,0,0.333,5.5,0
4.280093202212183,1,2,3,0,1,1,0,0,0.59,32,1,7,0.959,18,0,0.5,3.0,0
3.56500961755368,0,1,4,0,1,0,1,0,17.97,1399,1,3,0.838,14,0,0.0,2.5,0
7.266564659396286,0,2,4,1,0,1,2,2,177.67,33737,1,3,0.949,10,0,0.0,11.0,1
7.35364307653283,0,2,6,0,1,1,1,0,0.7798383628186605,649,0,0,0.9888625794436795,7,0,0.0,2.5,0
5.830907955637785,0,2,8,1,1,1,0,0,1.6416566560744492,89,0,0,0.923070404354793,17,0,0.5,5.0,0
7.528350764750266,2,3,2,0,1,0,1,0,174.1,17989,0,2,0.891,12,1,0.667,6.5,1
6.496510580697189,0,1,2,1,1,0,4,0,106.45,12921,1,4,0.796,15,0,0.0,9.0,0
7.57211783539576,0,1,3,0,1,0,0,0,3.59,569,0,0,0.901,21,1,0.0,1.0,0
5.248071994038611,2,4,0,0,0,0,0,0,70.59,6247,1,3,0.938,16,0,0.5,4.0,0
6.133748749403738,4,2,2,1,1,0,1,0,3465.293968370873,9484081,1,3,0.869,17,1,0.0,1.5,1
6.9398142005935455,4,5,2,0,0,1,0,0,1868.47,220786,1,6,0.903,10,1,0.8,8.0,1
6.9675491852316025,1,3,2,0,0,0,1,1,78.5,14399,0,1,0.908,14,0,0.333,6.5,1
4.515352964600311,2,3,0,1,1,0,2,0,212.99,14242,0,0,0.886,24,0,0.667,10.0,1
7.830880728874676,0,2,4,1,0,0,3,0,101.01,15543,1,0,0.9,16,1,0.0,6.5,1
8.103457003893098,0,2,1,0,0,0,1,0,43.92,7299,1,1,0.874,14,0,0.0,1.5,0
6.064894209571709,6,7,2,1,1,0,0,0,37.53,7215,1,5,0.819,19,0,0.857,15.0,1
7.399679591672599,4,3,1,0,0,1,0,1,73.69819078333745,7048,1,5,0.867,16,0,0.333,2.0,0
6.482335377067718,0,1,5,0,1,1,0,0,105.28,5731,0,0,0.935,22,1,0.0,1.0,0
5.311467450001024,3,5,3,1,0,0,0,0,6.35,1156,1,3,0.855,12,1,0.6,8.0,0
5.192929859707868,4,6,2,0,0,0,0,0,0.78,51,0,1,0.842,17,1,0.667,8.0,1
5.675059637187376,2,4,3,0,0,0,0,0,59.18,8873,0,0,0.816,19,1,0.5,4.0,1
5.1951489552435035,1,3,1,1,1,0,4,0,17.55,1941,1,6,0.908,13,1,0.333,11.0,0
5.372741216897906,2,4,3,0,0,1,0,1,180.97,20954,1,2,0.94,10,1,0.5,7.0,0
8.469622040107607,3,5,4,1,1,1,0,2,79.4743183883669,6611,1,4,0.696,17,0,0.8,20.0,0
8.46955994115891,0,2,3,0,0,1,0,0,3.2233041287803736,208,0,0,0.9326443629720322,13,1,0.5,2.0,0
5.531999264272487,4,6,7,0,0,1,1,0,307.12,60595,0,1,0.822,11,0,0.667,9.5,1
7.441622913329023,4,3,3,1,0,1,4,1,21.209542693583213,5344,1,4,0.646,15,1,0.333,16.0,0
4.234372564844135,1,3,2,0,0,0,0,0,90.98,8580,0,0,0.885,16,0,0.333,2.0,0
3.781939943638503,2,4,3,1,0,0,3,0,5060.676278375471,29330046,0,0,0.902,13,1,0.5,10.5,1
4.752507123479698,2,3,4,0,0,0,0,0,0.91,159,1,3,0.638,18,0,0.667,4.0,0
5.107312389739022,0,4,9,0,1,1,1,0,3.313410308923736,548,0,0,0.9651856091953654,10,0,0.5,6.5,0
3.930580552531869,1,2,4,0,0,1,0,0,476.96,82182,1,2,0.844,18,0,0.5,2.0,0
4.301332995202935,1,3,4,0,1,0,0,1,318.33,26607,0,0,0.856,7,1,0.333,6.0,1
6.572705091106577,2,3,2,0,0,1,0,0,152.23,13960,1,6,0.641,21,0,0.667,4.0,0
5.773821712763305,0,1,1,1,0,0,1,2,10000.0,930306,1,3,0.854,14,1,0.0,9.5,1
4.567714272451707,1,2,2,1,0,0,2,0,0.81,153,1,2,0.904,16,1,0.5,7.0,1
4.189988302402337,0,1,5,1,1,1,1,0,2933.6116833496794,37267871,0,0,0.948,17,0,0.0,4.5,1
4.619088074113115,2,3,1,1,0,1,1,0,384.16,44946,1,1,0.904,23,0,0.667,7.5,0
7.5904044087794045,3,1,3,1,0,1,3,1,95.07413261974627,9567,1,5,0.928,11,0,0.0,6.5,0
4.068789916839611,1,2,1,0,0,1,0,0,5320.85219470955,28562941,0,0,0.975,12,1,0.5,2.0,1
8.344212035491957,0,1,3,0,0,0,0,0,63.36,11748,1,2,0.858,21,0,0.0,0.0,0
3.8262759456250297,2,4,4,0,1,1,0,1,106.66,6108,1,4,0.85,11,1,0.5,8.0,0
8.333094705340976,4,4,2,1,1,1,1,2,97.76277194184917,4498,1,4,0.861,20,1,0.5,8.5,0
4.693644059555725,1,2,5,1,0,0,1,0,247.37,20294,1,4,0.797,16,0,0.5,5.5,1
7.785145141652889,0,2,4,0,1,1,0,0,0.9913019667861465,858,0,0,0.945713355750677,17,0,0.0,1.0,0
8.327589591173833,0,2,4,0,0,0,0,0,12.34,1878,0,1,0.792,16,1,0.0,0.0,0
4.886879066666507,3,5,5,0,0,0,0,1,66.93,4992,0,2,0.94,15,0,0.6,9.0,1
3.8056776416507283,4,5,2,1,0,1,2,0,6464.021569328306,29271330,0,0,0.945,9,1,0.8,13.0,1
3.9577586787562304,1,2,5,1,0,1,0,0,232.58,44613,1,4,0.754,15,0,0.5,4.0,0
5.5870550157438945,1,2,9,0,0,0,0,0,3.8,721,0,0,0.67,9,0,0.5,2.0,0
6.871182808140995,1,2,5,0,0,1,0,0,106.38,8665,1,3,0.825,16,0,0.5,2.0,0
